date,sku_id,on_hand_units,on_order_units,lead_time_days,reorder_point
2025-03-17,SKU-LIG-147,53,142,14,178
2025-03-17,SKU-LIG-148,1052,0,14,263
2025-03-17,SKU-LIG-149,213,0,7,178
2025-03-17,SKU-LIG-150,564,0,7,141
2025-03-17,SKU-LIG-151,1092,0,28,273
2025-03-17,SKU-LIG-152,400,0,21,334
2025-03-17,SKU-LIG-153,550,0,14,220
2025-03-17,SKU-LIG-154,3316,0,28,829
2025-03-17,SKU-LIG-155,1196,0,28,299
2025-03-17,SKU-LIG-156,1632,0,28,408
2025-03-17,SKU-LIG-157,96,257,21,322
2025-03-17,SKU-LIG-158,410,469,21,587
2025-03-17,SKU-LIG-159,97,259,14,324
2025-03-17,SKU-LIG-160,990,0,14,396
2025-03-17,SKU-SMA-161,720,0,21,288
2025-03-17,SKU-SMA-162,410,0,14,164
2025-03-17,SKU-SMA-163,502,0,14,201
2025-03-17,SKU-SMA-164,246,281,28,352
2025-03-17,SKU-SMA-165,32,85,7,107
2025-03-17,SKU-SMA-166,344,0,7,86
2025-03-17,SKU-SMA-167,43,116,14,146
2025-03-17,SKU-SMA-168,274,313,14,392
2025-03-17,SKU-SMA-169,455,520,28,651
2025-03-17,SKU-SMA-170,3220,0,28,805
2025-03-17,SKU-SMA-171,261,696,28,871
2025-03-17,SKU-SMA-172,95,108,7,136
2025-03-17,SKU-SMA-173,198,226,14,283
2025-03-17,SKU-SMA-174,1824,0,28,456
2025-03-17,SKU-SMA-175,652,0,14,261
2025-03-17,SKU-SMA-176,432,0,7,108
2025-03-17,SKU-SMA-177,612,0,7,153
2025-03-17,SKU-SMA-178,682,0,14,273
2025-03-17,SKU-SMA-179,228,260,14,326
2025-03-17,SKU-SMA-180,1060,0,14,424
2025-03-17,SKU-SMA-181,130,148,7,186
2025-03-17,SKU-SMA-182,393,0,14,328
2025-03-17,SKU-SMA-183,536,0,14,134
2025-03-17,SKU-SMA-184,760,0,21,304
2025-03-17,SKU-SMA-185,704,0,7,176
2025-03-17,SKU-SMA-186,290,332,14,415
2025-03-17,SKU-SMA-187,402,0,7,161
2025-03-17,SKU-SMA-188,79,0,7,66
2025-03-17,SKU-SMA-189,1528,0,14,382
2025-03-17,SKU-SMA-190,3212,0,28,803
2025-03-17,SKU-SMA-191,223,255,14,319
2025-03-17,SKU-SMA-192,171,458,21,573
2025-03-17,SKU-SMA-193,692,0,21,277
2025-03-17,SKU-SMA-194,540,0,21,450
2025-03-17,SKU-SMA-195,342,0,7,137
2025-03-17,SKU-SMA-196,76,87,7,109
2025-03-17,SKU-SMA-197,1840,0,14,460
2025-03-17,SKU-SMA-198,1020,0,21,408
2025-03-17,SKU-SMA-199,139,159,7,199
2025-03-17,SKU-SMA-200,3612,0,28,903
2025-03-24,SKU-BED-001,808,0,21,674
2025-03-24,SKU-BED-002,1835,0,28,734
2025-03-24,SKU-BED-003,57,154,7,193
2025-03-24,SKU-BED-004,452,0,14,181
2025-03-24,SKU-BED-005,862,0,21,345
2025-03-24,SKU-BED-006,192,512,28,640
2025-03-24,SKU-BED-007,788,0,21,657
2025-03-24,SKU-BED-008,1197,0,21,479
2025-03-24,SKU-BED-009,1724,0,14,431
2025-03-24,SKU-BED-010,176,201,14,252
2025-03-24,SKU-BED-011,884,0,7,221
2025-03-24,SKU-BED-012,230,0,14,192
2025-03-24,SKU-BED-013,97,259,14,324
2025-03-24,SKU-BED-014,2428,0,21,607
2025-03-24,SKU-BED-015,1037,0,28,415
2025-03-24,SKU-BED-016,900,0,14,360
2025-03-24,SKU-BED-017,452,0,7,113
2025-03-24,SKU-BED-018,213,568,28,711
2025-03-24,SKU-BED-019,990,0,14,396
2025-03-24,SKU-BED-020,550,629,28,787
2025-03-24,SKU-BED-021,47,126,7,158
2025-03-24,SKU-BED-022,522,0,21,209
2025-03-24,SKU-BED-023,548,0,21,457
2025-03-24,SKU-BED-024,1392,0,14,348
2025-03-24,SKU-BED-025,89,238,28,298
2025-03-24,SKU-BED-026,824,0,28,687
2025-03-24,SKU-BED-027,182,208,28,260
2025-03-24,SKU-BED-028,480,0,21,400
2025-03-24,SKU-BED-029,406,464,28,581
2025-03-24,SKU-BED-030,81,216,14,271
2025-03-24,SKU-BED-031,86,98,7,123
2025-03-24,SKU-BED-032,254,0,7,212
2025-03-24,SKU-BED-033,504,0,21,420
2025-03-24,SKU-BED-034,442,0,14,177
2025-03-24,SKU-BED-035,83,221,21,277
2025-03-24,SKU-BED-036,541,0,21,451
2025-03-24,SKU-BED-037,2756,0,28,689
2025-03-24,SKU-BED-038,798,0,28,665
2025-03-24,SKU-BED-039,260,695,28,869
2025-03-24,SKU-BED-040,772,0,7,193
2025-03-24,SKU-FUR-041,1692,0,21,423
2025-03-24,SKU-FUR-042,60,160,7,201
2025-03-24,SKU-FUR-043,113,129,7,162
2025-03-24,SKU-FUR-044,292,0,7,117
2025-03-24,SKU-FUR-045,1248,0,21,312
2025-03-24,SKU-FUR-046,1760,0,14,440
2025-03-24,SKU-FUR-047,76,87,7,109
2025-03-24,SKU-FUR-048,1040,0,21,416
2025-03-24,SKU-FUR-049,2268,0,21,567
2025-03-24,SKU-FUR-050,2536,0,28,634
2025-03-24,SKU-FUR-051,122,140,7,175
2025-03-24,SKU-FUR-052,167,191,14,239
2025-03-24,SKU-FUR-053,306,350,21,438
2025-03-24,SKU-FUR-054,940,0,14,235
2025-03-24,SKU-FUR-055,1736,0,21,434
2025-03-24,SKU-FUR-056,36,97,7,122
2025-03-24,SKU-FUR-057,265,0,7,106
2025-03-24,SKU-FUR-058,1097,0,28,439
2025-03-24,SKU-FUR-059,114,130,7,163
2025-03-24,SKU-FUR-060,294,336,14,421
2025-03-24,SKU-FUR-061,218,249,14,312
2025-03-24,SKU-FUR-062,1196,0,14,299
2025-03-24,SKU-FUR-063,266,304,28,380
2025-03-24,SKU-FUR-064,123,0,7,103
2025-03-24,SKU-FUR-065,78,209,14,262
2025-03-24,SKU-FUR-066,1248,0,14,312
2025-03-24,SKU-FUR-067,93,248,21,310
2025-03-24,SKU-FUR-068,342,0,14,285
2025-03-24,SKU-FUR-069,255,292,14,365
2025-03-24,SKU-FUR-070,690,0,14,276
2025-03-24,SKU-FUR-071,1052,0,28,263
2025-03-24,SKU-FUR-072,156,179,14,224
2025-03-24,SKU-FUR-073,156,0,7,130
2025-03-24,SKU-FUR-074,828,0,14,207
2025-03-24,SKU-FUR-075,2792,0,28,698
2025-03-24,SKU-FUR-076,112,299,21,374
2025-03-24,SKU-FUR-077,1868,0,21,467
2025-03-24,SKU-FUR-078,579,0,28,483
2025-03-24,SKU-FUR-079,1150,0,14,460
2025-03-24,SKU-FUR-080,775,0,14,310
2025-03-24,SKU-DEC-081,256,292,21,366
2025-03-24,SKU-DEC-082,347,0,7,139
2025-03-24,SKU-DEC-083,857,0,21,343
2025-03-24,SKU-DEC-084,366,0,21,305
2025-03-24,SKU-DEC-085,460,0,7,184
2025-03-24,SKU-DEC-086,278,0,14,232
2025-03-24,SKU-DEC-087,224,0,7,187
2025-03-24,SKU-DEC-088,3560,0,28,890
2025-03-24,SKU-DEC-089,643,0,21,536
2025-03-24,SKU-DEC-090,28,76,7,95
2025-03-24,SKU-DEC-091,523,598,28,748
2025-03-24,SKU-DEC-092,229,262,21,328
2025-03-24,SKU-DEC-093,113,129,7,162
2025-03-24,SKU-DEC-094,114,304,14,381
2025-03-24,SKU-DEC-095,2612,0,28,653
2025-03-24,SKU-DEC-096,637,728,28,910
2025-03-24,SKU-DEC-097,243,648,28,811
2025-03-24,SKU-DEC-098,448,0,7,112
2025-03-24,SKU-DEC-099,36,98,7,123
2025-03-24,SKU-DEC-100,908,0,14,227
2025-03-24,SKU-DEC-101,1817,0,28,727
2025-03-24,SKU-DEC-102,117,134,14,168
2025-03-24,SKU-DEC-103,564,0,14,141
2025-03-24,SKU-DEC-104,360,0,14,144
2025-03-24,SKU-DEC-105,313,358,28,448
2025-03-24,SKU-DEC-106,1772,0,14,443
2025-03-24,SKU-DEC-107,1700,0,28,680
2025-03-24,SKU-DEC-108,226,0,7,189
2025-03-24,SKU-DEC-109,224,256,28,320
2025-03-24,SKU-DEC-110,58,156,21,195
2025-03-24,SKU-DEC-111,154,176,14,221
2025-03-24,SKU-DEC-112,357,0,7,143
2025-03-24,SKU-DEC-113,1440,0,21,360
2025-03-24,SKU-DEC-114,315,360,14,450
2025-03-24,SKU-DEC-115,379,0,21,316
2025-03-24,SKU-DEC-116,186,498,21,623
2025-03-24,SKU-DEC-117,205,0,7,82
2025-03-24,SKU-DEC-118,102,117,14,147
2025-03-24,SKU-DEC-119,1744,0,21,436
2025-03-24,SKU-DEC-120,1276,0,14,319
2025-03-24,SKU-LIG-121,890,0,14,356
2025-03-24,SKU-LIG-122,440,0,14,176
2025-03-24,SKU-LIG-123,477,0,14,398
2025-03-24,SKU-LIG-124,1066,0,28,889
2025-03-24,SKU-LIG-125,69,184,21,231
2025-03-24,SKU-LIG-126,785,0,21,314
2025-03-24,SKU-LIG-127,782,0,14,313
2025-03-24,SKU-LIG-128,79,212,14,265
2025-03-24,SKU-LIG-129,1304,0,14,326
2025-03-24,SKU-LIG-130,233,266,14,333
2025-03-24,SKU-LIG-131,927,0,28,773
2025-03-24,SKU-LIG-132,1012,0,14,253
2025-03-24,SKU-LIG-133,193,516,21,646
2025-03-24,SKU-LIG-134,562,0,14,225
2025-03-24,SKU-LIG-135,1940,0,21,485
2025-03-24,SKU-LIG-136,94,108,7,135
2025-03-24,SKU-LIG-137,570,0,21,475
2025-03-24,SKU-LIG-138,292,0,7,73
2025-03-24,SKU-LIG-139,1680,0,21,672
2025-03-24,SKU-LIG-140,47,127,14,159
2025-03-24,SKU-LIG-141,267,305,14,382
2025-03-24,SKU-LIG-142,672,0,7,168
2025-03-24,SKU-LIG-143,428,0,7,107
2025-03-24,SKU-LIG-144,190,0,7,76
2025-03-24,SKU-LIG-145,257,0,7,103
2025-03-24,SKU-LIG-146,2488,0,28,622
2025-03-24,SKU-LIG-147,26,71,7,89
2025-03-24,SKU-LIG-148,368,420,28,526
2025-03-24,SKU-LIG-149,445,0,7,178
2025-03-24,SKU-LIG-150,2268,0,28,567
2025-03-24,SKU-LIG-151,61,164,21,205
2025-03-24,SKU-LIG-152,66,177,14,222
2025-03-24,SKU-LIG-153,880,0,14,220
2025-03-24,SKU-LIG-154,1035,0,14,414
2025-03-24,SKU-LIG-155,358,0,28,299
2025-03-24,SKU-LIG-156,510,0,14,204
2025-03-24,SKU-LIG-157,1072,0,28,429
2025-03-24,SKU-LIG-158,3132,0,28,783
2025-03-24,SKU-LIG-159,226,259,14,324
2025-03-24,SKU-LIG-160,3168,0,28,792
2025-03-24,SKU-SMA-161,67,76,7,96
2025-03-24,SKU-SMA-162,57,65,7,82
2025-03-24,SKU-SMA-163,362,0,21,302
2025-03-24,SKU-SMA-164,246,281,28,352
2025-03-24,SKU-SMA-165,258,0,14,215
2025-03-24,SKU-SMA-166,51,138,14,173
2025-03-24,SKU-SMA-167,87,233,28,292
2025-03-24,SKU-SMA-168,411,470,21,588
2025-03-24,SKU-SMA-169,1300,0,14,325
2025-03-24,SKU-SMA-170,502,0,7,201
2025-03-24,SKU-SMA-171,868,0,7,217
2025-03-24,SKU-SMA-172,382,437,28,547
2025-03-24,SKU-SMA-173,679,0,28,566
2025-03-24,SKU-SMA-174,159,182,14,228
2025-03-24,SKU-SMA-175,1305,0,28,522
2025-03-24,SKU-SMA-176,129,0,7,108
2025-03-24,SKU-SMA-177,1844,0,21,461
2025-03-24,SKU-SMA-178,655,0,28,546
2025-03-24,SKU-SMA-179,48,130,7,163
2025-03-24,SKU-SMA-180,1696,0,14,424
2025-03-24,SKU-SMA-181,2236,0,21,559
2025-03-24,SKU-SMA-182,820,0,14,328
2025-03-24,SKU-SMA-183,80,0,7,67
2025-03-24,SKU-SMA-184,121,0,7,101
2025-03-24,SKU-SMA-185,846,0,28,705
2025-03-24,SKU-SMA-186,62,165,7,207
2025-03-24,SKU-SMA-187,112,128,7,161
2025-03-24,SKU-SMA-188,46,52,7,66
2025-03-24,SKU-SMA-189,918,0,28,765
2025-03-24,SKU-SMA-190,500,0,7,200
2025-03-24,SKU-SMA-191,797,0,14,319
2025-03-24,SKU-SMA-192,458,0,14,382
2025-03-24,SKU-SMA-193,193,221,21,277
2025-03-24,SKU-SMA-194,45,120,7,150
2025-03-24,SKU-SMA-195,685,0,14,274
2025-03-24,SKU-SMA-196,876,0,14,219
2025-03-24,SKU-SMA-197,552,0,14,460
2025-03-24,SKU-SMA-198,1020,0,21,408
2025-03-24,SKU-SMA-199,1497,0,21,599
2025-03-24,SKU-SMA-200,3612,0,28,903
2025-03-31,SKU-BED-001,629,719,28,899
2025-03-31,SKU-BED-002,2204,0,21,551
2025-03-31,SKU-BED-003,967,0,14,387
2025-03-31,SKU-BED-004,677,0,21,271
2025-03-31,SKU-BED-005,575,0,14,230
2025-03-31,SKU-BED-006,400,0,7,160
2025-03-31,SKU-BED-007,3504,0,28,876
2025-03-31,SKU-BED-008,223,255,14,319
2025-03-31,SKU-BED-009,1034,0,28,862
2025-03-31,SKU-BED-010,453,0,21,378
2025-03-31,SKU-BED-011,1105,0,14,442
2025-03-31,SKU-BED-012,28,76,7,96
2025-03-31,SKU-BED-013,194,0,7,162
2025-03-31,SKU-BED-014,2025,0,28,810
2025-03-31,SKU-BED-015,498,0,28,415
2025-03-31,SKU-BED-016,2880,0,28,720
2025-03-31,SKU-BED-017,272,0,14,227
2025-03-31,SKU-BED-018,123,141,7,177
2025-03-31,SKU-BED-019,118,316,14,396
2025-03-31,SKU-BED-020,235,0,7,196
2025-03-31,SKU-BED-021,1896,0,21,474
2025-03-31,SKU-BED-022,166,0,14,139
2025-03-31,SKU-BED-023,2440,0,28,610
2025-03-31,SKU-BED-024,156,417,21,522
2025-03-31,SKU-BED-025,44,119,14,149
2025-03-31,SKU-BED-026,240,274,14,343
2025-03-31,SKU-BED-027,78,208,28,260
2025-03-31,SKU-BED-028,160,427,28,534
2025-03-31,SKU-BED-029,305,348,21,436
2025-03-31,SKU-BED-030,380,434,28,543
2025-03-31,SKU-BED-031,927,0,21,371
2025-03-31,SKU-BED-032,3404,0,28,851
2025-03-31,SKU-BED-033,504,0,21,420
2025-03-31,SKU-BED-034,106,283,28,354
2025-03-31,SKU-BED-035,1480,0,28,370
2025-03-31,SKU-BED-036,105,120,7,150
2025-03-31,SKU-BED-037,206,551,28,689
2025-03-31,SKU-BED-038,49,132,7,166
2025-03-31,SKU-BED-039,65,173,7,217
2025-03-31,SKU-BED-040,231,617,28,772
2025-03-31,SKU-FUR-041,676,0,28,564
2025-03-31,SKU-FUR-042,140,160,7,201
2025-03-31,SKU-FUR-043,648,0,7,162
2025-03-31,SKU-FUR-044,877,0,21,351
2025-03-31,SKU-FUR-045,218,249,21,312
2025-03-31,SKU-FUR-046,3520,0,28,880
2025-03-31,SKU-FUR-047,526,0,28,439
2025-03-31,SKU-FUR-048,96,110,7,138
2025-03-31,SKU-FUR-049,1512,0,14,378
2025-03-31,SKU-FUR-050,95,253,14,317
2025-03-31,SKU-FUR-051,244,280,14,350
2025-03-31,SKU-FUR-052,334,382,28,478
2025-03-31,SKU-FUR-053,350,0,14,292
2025-03-31,SKU-FUR-054,1175,0,28,470
2025-03-31,SKU-FUR-055,1736,0,21,434
2025-03-31,SKU-FUR-056,305,0,7,122
2025-03-31,SKU-FUR-057,127,0,7,106
2025-03-31,SKU-FUR-058,130,0,7,109
2025-03-31,SKU-FUR-059,195,521,28,652
2025-03-31,SKU-FUR-060,147,168,7,210
2025-03-31,SKU-FUR-061,390,0,7,156
2025-03-31,SKU-FUR-062,1196,0,14,299
2025-03-31,SKU-FUR-063,57,152,14,190
2025-03-31,SKU-FUR-064,124,331,28,414
2025-03-31,SKU-FUR-065,1312,0,28,525
2025-03-31,SKU-FUR-066,327,374,21,468
2025-03-31,SKU-FUR-067,1652,0,28,413
2025-03-31,SKU-FUR-068,399,456,28,571
2025-03-31,SKU-FUR-069,255,292,14,365
2025-03-31,SKU-FUR-070,165,0,7,138
2025-03-31,SKU-FUR-071,788,0,21,197
2025-03-31,SKU-FUR-072,1348,0,21,337
2025-03-31,SKU-FUR-073,78,208,14,261
2025-03-31,SKU-FUR-074,123,0,7,103
2025-03-31,SKU-FUR-075,418,0,14,349
2025-03-31,SKU-FUR-076,1996,0,28,499
2025-03-31,SKU-FUR-077,436,498,28,623
2025-03-31,SKU-FUR-078,964,0,14,241
2025-03-31,SKU-FUR-079,3684,0,28,921
2025-03-31,SKU-FUR-080,620,0,7,155
2025-03-31,SKU-DEC-081,1220,0,28,488
2025-03-31,SKU-DEC-082,166,0,7,139
2025-03-31,SKU-DEC-083,68,183,14,229
2025-03-31,SKU-DEC-084,121,324,28,406
2025-03-31,SKU-DEC-085,515,588,28,736
2025-03-31,SKU-DEC-086,417,0,21,348
2025-03-31,SKU-DEC-087,225,600,28,751
2025-03-31,SKU-DEC-088,801,0,21,668
2025-03-31,SKU-DEC-089,53,142,7,178
2025-03-31,SKU-DEC-090,114,304,28,380
2025-03-31,SKU-DEC-091,392,448,21,561
2025-03-31,SKU-DEC-092,152,174,14,218
2025-03-31,SKU-DEC-093,810,0,14,324
2025-03-31,SKU-DEC-094,914,0,28,762
2025-03-31,SKU-DEC-095,195,522,28,653
2025-03-31,SKU-DEC-096,3640,0,28,910
2025-03-31,SKU-DEC-097,121,324,14,405
2025-03-31,SKU-DEC-098,270,0,14,225
2025-03-31,SKU-DEC-099,36,98,7,123
2025-03-31,SKU-DEC-100,409,0,21,341
2025-03-31,SKU-DEC-101,872,0,28,727
2025-03-31,SKU-DEC-102,1008,0,21,252
2025-03-31,SKU-DEC-103,98,112,14,141
2025-03-31,SKU-DEC-104,360,0,14,144
2025-03-31,SKU-DEC-105,134,358,28,448
2025-03-31,SKU-DEC-106,3544,0,28,886
2025-03-31,SKU-DEC-107,153,408,21,510
2025-03-31,SKU-DEC-108,756,0,7,189
2025-03-31,SKU-DEC-109,384,0,28,320
2025-03-31,SKU-DEC-110,91,104,14,130
2025-03-31,SKU-DEC-111,77,88,7,110
2025-03-31,SKU-DEC-112,171,0,7,143
2025-03-31,SKU-DEC-113,144,384,28,480
2025-03-31,SKU-DEC-114,1687,0,21,675
2025-03-31,SKU-DEC-115,262,0,7,105
2025-03-31,SKU-DEC-116,828,0,7,207
2025-03-31,SKU-DEC-117,24,65,7,82
2025-03-31,SKU-DEC-118,292,0,7,73
2025-03-31,SKU-DEC-119,2328,0,28,582
2025-03-31,SKU-DEC-120,1197,0,21,479
2025-03-31,SKU-LIG-121,445,0,7,178
2025-03-31,SKU-LIG-122,882,0,28,353
2025-03-31,SKU-LIG-123,796,0,7,199
2025-03-31,SKU-LIG-124,3556,0,28,889
2025-03-31,SKU-LIG-125,1236,0,28,309
2025-03-31,SKU-LIG-126,219,251,21,314
2025-03-31,SKU-LIG-127,109,124,7,156
2025-03-31,SKU-LIG-128,637,0,28,531
2025-03-31,SKU-LIG-129,1304,0,14,326
2025-03-31,SKU-LIG-130,399,0,14,333
2025-03-31,SKU-LIG-131,1932,0,28,773
2025-03-31,SKU-LIG-132,75,202,14,253
2025-03-31,SKU-LIG-133,775,0,21,646
2025-03-31,SKU-LIG-134,405,0,21,338
2025-03-31,SKU-LIG-135,387,0,14,323
2025-03-31,SKU-LIG-136,283,324,21,405
2025-03-31,SKU-LIG-137,1268,0,14,317
2025-03-31,SKU-LIG-138,365,0,14,146
2025-03-31,SKU-LIG-139,896,0,7,224
2025-03-31,SKU-LIG-140,286,0,21,239
2025-03-31,SKU-LIG-141,133,152,7,191
2025-03-31,SKU-LIG-142,672,0,7,168
2025-03-31,SKU-LIG-143,267,0,7,107
2025-03-31,SKU-LIG-144,214,244,28,306
2025-03-31,SKU-LIG-145,772,0,21,309
2025-03-31,SKU-LIG-146,1555,0,28,622
2025-03-31,SKU-LIG-147,445,0,14,178
2025-03-31,SKU-LIG-148,275,315,21,394
2025-03-31,SKU-LIG-149,375,428,21,536
2025-03-31,SKU-LIG-150,127,340,21,425
2025-03-31,SKU-LIG-151,246,0,21,205
2025-03-31,SKU-LIG-152,155,177,14,222
2025-03-31,SKU-LIG-153,66,176,14,220
2025-03-31,SKU-LIG-154,1656,0,14,414
2025-03-31,SKU-LIG-155,560,0,21,224
2025-03-31,SKU-LIG-156,489,0,28,408
2025-03-31,SKU-LIG-157,225,257,21,322
2025-03-31,SKU-LIG-158,780,0,7,195
2025-03-31,SKU-LIG-159,340,388,21,486
2025-03-31,SKU-LIG-160,138,158,7,198
2025-03-31,SKU-SMA-161,115,307,28,384
2025-03-31,SKU-SMA-162,57,65,7,82
2025-03-31,SKU-SMA-163,241,0,14,201
2025-03-31,SKU-SMA-164,61,70,7,88
2025-03-31,SKU-SMA-165,537,0,14,215
2025-03-31,SKU-SMA-166,60,68,7,86
2025-03-31,SKU-SMA-167,262,0,21,219
2025-03-31,SKU-SMA-168,940,0,28,784
2025-03-31,SKU-SMA-169,390,0,14,325
2025-03-31,SKU-SMA-170,563,644,28,805
2025-03-31,SKU-SMA-171,1632,0,21,653
2025-03-31,SKU-SMA-172,191,218,14,273
2025-03-31,SKU-SMA-173,679,0,28,566
2025-03-31,SKU-SMA-174,285,0,7,114
2025-03-31,SKU-SMA-175,520,0,7,130
2025-03-31,SKU-SMA-176,32,86,7,108
2025-03-31,SKU-SMA-177,1535,0,28,614
2025-03-31,SKU-SMA-178,544,0,7,136
2025-03-31,SKU-SMA-179,114,130,7,163
2025-03-31,SKU-SMA-180,296,339,14,424
2025-03-31,SKU-SMA-181,670,0,21,559
2025-03-31,SKU-SMA-182,1312,0,14,328
2025-03-31,SKU-SMA-183,40,107,14,134
2025-03-31,SKU-SMA-184,486,0,28,405
2025-03-31,SKU-SMA-185,422,0,14,352
2025-03-31,SKU-SMA-186,3320,0,28,830
2025-03-31,SKU-SMA-187,193,0,7,161
2025-03-31,SKU-SMA-188,92,105,14,132
2025-03-31,SKU-SMA-189,1528,0,14,382
2025-03-31,SKU-SMA-190,963,0,28,803
2025-03-31,SKU-SMA-191,382,0,14,319
2025-03-31,SKU-SMA-192,401,458,21,573
2025-03-31,SKU-SMA-193,64,73,7,92
2025-03-31,SKU-SMA-194,420,480,28,600
2025-03-31,SKU-SMA-195,384,439,28,549
2025-03-31,SKU-SMA-196,547,0,14,219
2025-03-31,SKU-SMA-197,276,736,28,921
2025-03-31,SKU-SMA-198,95,108,7,136
2025-03-31,SKU-SMA-199,497,0,7,199
2025-03-31,SKU-SMA-200,270,722,28,903
2025-04-07,SKU-BED-001,2247,0,28,899
2025-04-07,SKU-BED-002,256,293,14,367
2025-04-07,SKU-BED-003,270,309,14,387
2025-04-07,SKU-BED-004,724,0,14,181
2025-04-07,SKU-BED-005,276,0,14,230
2025-04-07,SKU-BED-006,1920,0,21,480
2025-04-07,SKU-BED-007,1752,0,14,438
2025-04-07,SKU-BED-008,397,0,7,159
2025-04-07,SKU-BED-009,193,516,21,646
2025-04-07,SKU-BED-010,151,0,7,126
2025-04-07,SKU-BED-011,132,353,14,442
2025-04-07,SKU-BED-012,269,308,28,385
2025-04-07,SKU-BED-013,584,0,21,487
2025-04-07,SKU-BED-014,424,485,21,607
2025-04-07,SKU-BED-015,72,82,7,103
2025-04-07,SKU-BED-016,1800,0,28,720
2025-04-07,SKU-BED-017,158,181,14,227
2025-04-07,SKU-BED-018,887,0,14,355
2025-04-07,SKU-BED-019,2376,0,21,594
2025-04-07,SKU-BED-020,177,472,21,590
2025-04-07,SKU-BED-021,1580,0,28,632
2025-04-07,SKU-BED-022,20,55,7,69
2025-04-07,SKU-BED-023,182,0,7,152
2025-04-07,SKU-BED-024,835,0,28,696
2025-04-07,SKU-BED-025,296,0,7,74
2025-04-07,SKU-BED-026,360,412,21,515
2025-04-07,SKU-BED-027,780,0,21,195
2025-04-07,SKU-BED-028,39,106,7,133
2025-04-07,SKU-BED-029,1160,0,14,290
2025-04-07,SKU-BED-030,677,0,14,271
2025-04-07,SKU-BED-031,74,197,14,247
2025-04-07,SKU-BED-032,148,169,7,212
2025-04-07,SKU-BED-033,98,112,7,140
2025-04-07,SKU-BED-034,1064,0,21,266
2025-04-07,SKU-BED-035,111,296,28,370
2025-04-07,SKU-BED-036,1127,0,21,451
2025-04-07,SKU-BED-037,2756,0,28,689
2025-04-07,SKU-BED-038,349,399,21,499
2025-04-07,SKU-BED-039,130,347,14,434
2025-04-07,SKU-BED-040,694,0,21,579
2025-04-07,SKU-FUR-041,2256,0,28,564
2025-04-07,SKU-FUR-042,241,644,28,806
2025-04-07,SKU-FUR-043,1300,0,14,325
2025-04-07,SKU-FUR-044,292,0,7,117
2025-04-07,SKU-FUR-045,260,0,7,104
2025-04-07,SKU-FUR-046,264,0,7,220
2025-04-07,SKU-FUR-047,32,87,7,109
2025-04-07,SKU-FUR-048,499,0,21,416
2025-04-07,SKU-FUR-049,226,0,7,189
2025-04-07,SKU-FUR-050,1190,0,21,476
2025-04-07,SKU-FUR-051,630,0,21,525
2025-04-07,SKU-FUR-052,476,0,7,119
2025-04-07,SKU-FUR-053,525,0,21,438
2025-04-07,SKU-FUR-054,292,0,7,117
2025-04-07,SKU-FUR-055,172,0,7,144
2025-04-07,SKU-FUR-056,917,0,21,367
2025-04-07,SKU-FUR-057,265,0,7,106
2025-04-07,SKU-FUR-058,32,87,7,109
2025-04-07,SKU-FUR-059,815,0,14,326
2025-04-07,SKU-FUR-060,147,168,7,210
2025-04-07,SKU-FUR-061,2500,0,28,625
2025-04-07,SKU-FUR-062,178,0,7,149
2025-04-07,SKU-FUR-063,475,0,14,190
2025-04-07,SKU-FUR-064,248,0,14,207
2025-04-07,SKU-FUR-065,78,209,14,262
2025-04-07,SKU-FUR-066,46,124,7,156
2025-04-07,SKU-FUR-067,61,164,14,206
2025-04-07,SKU-FUR-068,1427,0,28,571
2025-04-07,SKU-FUR-069,164,437,21,547
2025-04-07,SKU-FUR-070,193,220,14,276
2025-04-07,SKU-FUR-071,327,0,14,131
2025-04-07,SKU-FUR-072,33,89,7,112
2025-04-07,SKU-FUR-073,366,418,28,523
2025-04-07,SKU-FUR-074,1037,0,28,415
2025-04-07,SKU-FUR-075,209,558,28,698
2025-04-07,SKU-FUR-076,310,0,7,124
2025-04-07,SKU-FUR-077,186,498,28,623
2025-04-07,SKU-FUR-078,964,0,14,241
2025-04-07,SKU-FUR-079,1727,0,21,691
2025-04-07,SKU-FUR-080,108,124,7,155
2025-04-07,SKU-DEC-081,73,195,14,244
2025-04-07,SKU-DEC-082,333,0,14,278
2025-04-07,SKU-DEC-083,136,0,7,114
2025-04-07,SKU-DEC-084,60,162,14,203
2025-04-07,SKU-DEC-085,1840,0,28,736
2025-04-07,SKU-DEC-086,556,0,28,464
2025-04-07,SKU-DEC-087,2252,0,21,563
2025-04-07,SKU-DEC-088,155,177,7,222
2025-04-07,SKU-DEC-089,124,142,7,178
2025-04-07,SKU-DEC-090,1140,0,21,285
2025-04-07,SKU-DEC-091,897,0,28,748
2025-04-07,SKU-DEC-092,229,262,21,328
2025-04-07,SKU-DEC-093,226,259,14,324
2025-04-07,SKU-DEC-094,228,0,7,190
2025-04-07,SKU-DEC-095,1222,0,21,489
2025-04-07,SKU-DEC-096,567,0,7,227
2025-04-07,SKU-DEC-097,242,0,7,202
2025-04-07,SKU-DEC-098,845,0,21,338
2025-04-07,SKU-DEC-099,1976,0,28,494
2025-04-07,SKU-DEC-100,452,0,7,113
2025-04-07,SKU-DEC-101,654,0,21,545
2025-04-07,SKU-DEC-102,210,0,7,84
2025-04-07,SKU-DEC-103,1128,0,28,282
2025-04-07,SKU-DEC-104,576,0,14,144
